"Junior" "Senior" "Rule"
"Crenatocetus_rayi" "Peregocetus_pacificus" "Rule 2B"
"Crenatocetus_rayi" "Tupelocetus_palmeri" "Rule 2B"
"Crenatocetus_rayi" "Maiacetus_inuus" "Rule 2B"
"Crenatocetus_rayi" "Aegyptocetus_tarfa" "Rule 2B"
"Crenatocetus_rayi" "Eocetus_schweinfurthi" "Rule 2B"
"Crenatocetus_rayi" "Gaviacetus_razai" "Rule 2B"
"Crenatocetus_rayi" "Qaisracetus_arifi" "Rule 2B"
"Crenatocetus_rayi" "Carolinacetus_gingerichi" "Rule 2B"
"Crenatocetus_rayi" "Artiocetus_clavis" "Rule 2B"
"Crenatocetus_rayi" "Protocetus_atavus" "Rule 2B"
"Crenatocetus_rayi" "Georgiacetus_vogtlensis" "Rule 2B"
"Dalpiazina_ombonii" "Urkudelphis_chawpipacha" "Rule 1B"
"Dalpiazina_ombonii" "Aondelphis_talen" "Rule 2B"
"Dalpiazina_ombonii" "Awamokoa_tokarahi" "Rule 2B"
"Delphinavus_newhalli" "Miodelphis_californicus" "Rule 1B"
"Delphinavus_newhalli" "Platylithax_robusta" "Rule 1B"
"Delphinavus_newhalli" "Macrokentriodon_morani" "Rule 2B"
"Delphinavus_newhalli" "Pithanodelphis_cornutus" "Rule 2B"
"Delphinavus_newhalli" "Tagicetus_joneti" "Rule 2B"
"Delphinodon_carniolicus" "Delphinodon_dividum" "Rule 2B"
"Delphinus_brevidens" "Delphinus_delannoy" "Rule 1B"
"Delphinus_brevidens" "Delphinus_dewaeli" "Rule 1B"
"Delphinus_brevidens" "Delphinus_domeykoi" "Rule 1B"
"Delphinus_brevidens" "Delphinus_rikuzenensis" "Rule 1B"
"Delphinus_brevidens" "Delphinus_taramelli" "Rule 1B"
"Delphinus_brevidens" "Delphinus_wasii" "Rule 1B"
"Delphinus_brevidens" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_brevidens" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_brevidens" "Delphinus_capensis" "Rule 2B"
"Delphinus_brevidens" "Delphinus_delphis" "Rule 2B"
"Delphinus_delannoy" "Delphinus_dewaeli" "Rule 1B"
"Delphinus_delannoy" "Delphinus_domeykoi" "Rule 1B"
"Delphinus_delannoy" "Delphinus_rikuzenensis" "Rule 1B"
"Delphinus_delannoy" "Delphinus_taramelli" "Rule 1B"
"Delphinus_delannoy" "Delphinus_wasii" "Rule 1B"
"Delphinus_delannoy" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_delannoy" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_delannoy" "Delphinus_capensis" "Rule 2B"
"Delphinus_delannoy" "Delphinus_delphis" "Rule 2B"
"Delphinus_dewaeli" "Delphinus_domeykoi" "Rule 1B"
"Delphinus_dewaeli" "Delphinus_rikuzenensis" "Rule 1B"
"Delphinus_dewaeli" "Delphinus_taramelli" "Rule 1B"
"Delphinus_dewaeli" "Delphinus_wasii" "Rule 1B"
"Delphinus_dewaeli" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_dewaeli" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_dewaeli" "Delphinus_capensis" "Rule 2B"
"Delphinus_dewaeli" "Delphinus_delphis" "Rule 2B"
"Delphinus_domeykoi" "Delphinus_rikuzenensis" "Rule 1B"
"Delphinus_domeykoi" "Delphinus_taramelli" "Rule 1B"
"Delphinus_domeykoi" "Delphinus_wasii" "Rule 1B"
"Delphinus_domeykoi" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_domeykoi" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_domeykoi" "Delphinus_capensis" "Rule 2B"
"Delphinus_domeykoi" "Delphinus_delphis" "Rule 2B"
"Delphinus_rikuzenensis" "Delphinus_taramelli" "Rule 1B"
"Delphinus_rikuzenensis" "Delphinus_wasii" "Rule 1B"
"Delphinus_rikuzenensis" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_rikuzenensis" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_rikuzenensis" "Delphinus_capensis" "Rule 2B"
"Delphinus_rikuzenensis" "Delphinus_delphis" "Rule 2B"
"Delphinus_taramelli" "Delphinus_wasii" "Rule 1B"
"Delphinus_taramelli" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_taramelli" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_taramelli" "Delphinus_capensis" "Rule 2B"
"Delphinus_taramelli" "Delphinus_delphis" "Rule 2B"
"Delphinus_wasii" "Eudelphinus_compressus" "Rule 1B"
"Delphinus_wasii" "Delphinus_tropicalis" "Rule 2B"
"Delphinus_wasii" "Delphinus_capensis" "Rule 2B"
